,x,y
471,723,169
472,724,169
473,725,168
474,726,168
475,727,167
476,728,165
477,729,166
478,730,166
479,731,165
480,732,163
481,733,162
482,734,162
483,735,160
484,736,159
485,737,159
486,738,158
487,739,157
488,740,157
489,741,129
490,742,128
491,743,127
492,744,127
493,745,126
494,746,125
495,747,124
496,748,123
497,749,122
498,750,121
499,751,120
500,752,119
501,753,119
502,754,118
503,755,117
504,756,116
505,757,115
506,758,115
507,759,114
508,760,114
509,761,113
510,762,112
511,763,111
512,764,111
513,765,109
514,766,107
515,767,107
516,768,106
517,769,106
518,770,105
519,771,105
520,772,104
521,773,104
522,774,102
523,775,101
524,776,101
525,777,100
526,778,99
527,779,99
528,780,98
529,781,97
530,782,96
531,783,96
532,784,95
533,785,95
534,786,94
535,787,94
536,788,93
537,789,92
538,790,91
539,791,91
540,792,90
541,793,89
542,794,89
543,795,88
544,796,87
545,797,87
546,798,86
547,799,86
548,800,78
549,801,84
550,802,81
551,803,81
552,804,80
553,805,79
554,806,78
555,807,77
556,808,77
557,809,77
558,810,76
559,811,76
560,812,67
561,831,76
562,832,76
563,833,89
564,834,88
565,835,87
566,836,85
567,837,85
568,838,84
569,839,84
570,840,84
571,841,84
572,842,82
573,843,81
574,844,80
575,845,79
576,846,78
577,847,78
578,848,78
579,849,76
580,850,75
581,851,75
582,852,74
583,853,73
584,854,72
585,855,71
586,856,71
587,857,70
588,858,70
589,859,69
590,860,68
591,861,67
592,862,66
593,863,66
594,864,65
595,865,64
596,866,64
597,867,63
598,868,62
599,869,60
600,871,60
601,872,59
602,873,58
603,874,57
604,875,56
605,876,56
606,877,56
607,878,54
608,879,53
609,880,52
610,881,52
611,882,51
612,883,51
613,884,50
614,885,49
615,886,48
616,887,47
617,888,47
618,889,46
619,890,45
620,891,44
621,892,44
622,893,43
623,894,42
624,895,42
625,896,41
