,x,y
414,478,351
415,479,351
416,480,350
417,481,350
418,482,350
419,483,349
420,484,348
421,485,347
422,486,347
423,487,347
424,488,346
425,489,346
426,490,346
427,491,345
428,492,344
429,493,343
430,494,342
431,495,342
432,496,341
433,497,339
434,498,339
435,499,338
436,500,337
437,501,337
438,502,337
439,503,336
440,504,334
441,505,334
442,506,334
443,507,333
444,508,332
445,509,332
446,510,331
447,511,330
448,512,330
449,513,327
450,514,327
451,515,327
452,516,326
453,517,324
454,518,324
455,519,324
456,520,323
457,521,323
458,522,322
459,523,321
460,524,320
461,525,319
462,526,318
463,527,318
464,528,317
465,529,317
466,530,316
467,531,316
468,532,315
469,533,314
470,534,313
471,535,311
472,536,311
473,537,311
474,538,310
475,539,310
476,540,308
477,541,308
478,542,307
479,543,306
480,544,305
481,545,304
482,546,303
483,547,303
484,548,302
485,549,299
486,550,299
487,551,300
488,552,299
489,553,298
490,554,297
491,555,297
492,556,296
493,557,295
494,558,295
495,559,293
496,560,293
497,561,293
498,562,292
499,563,291
500,564,290
501,565,290
502,566,289
503,567,288
504,568,287
505,569,286
506,570,285
507,571,285
508,572,284
509,573,283
510,574,282
511,575,282
512,576,280
513,577,280
514,578,279
515,579,279
516,580,277
517,581,277
518,582,276
519,583,275
520,584,275
521,585,274
522,586,273
523,587,273
524,588,272
525,589,272
526,590,270
527,591,269
528,592,269
529,593,268
530,594,268
531,595,267
532,596,265
533,597,264
534,598,264
535,599,263
536,600,262
537,601,262
538,602,261
539,603,260
540,604,260
541,605,260
542,606,258
543,607,257
544,608,256
545,609,256
546,610,254
547,611,254
548,612,254
549,613,253
550,614,253
551,615,251
552,616,250
553,617,249
554,618,247
555,619,249
556,620,249
557,621,248
558,622,247
559,623,246
560,624,244
561,625,243
562,626,243
563,627,243
564,628,242
565,629,241
566,630,240
567,631,239
568,632,238
569,633,237
570,634,236
571,635,236
572,636,235
573,637,234
574,638,233
575,639,232
576,640,231
577,641,230
578,642,230
579,643,230
580,644,230
581,645,229
582,646,229
583,647,228
584,648,227
585,649,226
586,650,225
587,651,225
588,652,224
589,653,224
590,654,223
591,655,194
592,656,194
593,657,194
594,658,192
595,659,191
596,660,191
597,661,191
598,662,190
599,663,189
600,664,189
601,665,188
602,666,188
603,667,188
604,668,183
605,669,182
606,670,181
607,671,180
608,672,180
609,673,179
610,674,178
611,675,177
612,676,176
613,677,176
614,678,175
615,679,174
616,680,174
617,681,173
618,682,173
619,683,173
620,684,172
621,685,171
622,686,171
623,687,170
624,688,169
625,689,169
626,690,167
627,691,166
628,692,165
629,693,165
630,694,164
631,695,163
632,696,162
633,697,130
634,698,159
635,699,158
636,700,158
637,701,157
638,702,156
639,703,155
640,704,154
641,705,153
642,706,153
643,707,152
644,708,151
645,709,150
646,710,149
647,711,148
648,712,147
649,713,147
650,714,146
651,715,145
652,716,145
653,717,144
654,718,144
655,719,143
656,720,142
657,721,142
658,722,141
659,723,140
660,724,139
661,725,138
662,726,138
663,727,137
664,728,136
665,729,136
666,730,135
667,731,134
668,732,133
669,733,132
670,734,132
671,735,131
672,736,130
673,737,130
674,738,129
675,739,129
676,740,129
677,741,129
678,742,128
679,743,127
680,744,127
681,745,126
682,746,124
683,747,124
684,748,122
685,749,121
686,750,120
687,751,119
688,752,121
689,753,121
690,754,118
691,755,116
692,756,116
693,757,115
694,758,114
695,759,114
696,760,114
697,761,113
698,762,111
699,763,111
700,764,110
701,765,107
702,766,107
703,767,106
704,768,106
705,769,105
706,770,105
707,771,105
708,772,104
709,773,103
710,774,101
711,775,101
712,776,100
713,777,99
714,778,99
715,779,98
716,780,97
717,781,96
718,782,96
719,783,95
720,784,95
721,785,94
722,786,94
723,787,93
724,788,93
725,789,92
726,790,91
727,791,91
728,792,90
729,793,89
730,794,89
731,795,88
732,796,87
733,797,87
734,799,75
735,800,75
736,801,75
737,802,75
738,803,75
739,804,74
740,805,73
741,806,72
742,807,72
743,808,71
744,809,71
745,810,70
746,811,69
747,831,76
748,832,76
749,833,76
750,834,75
751,835,75
752,836,74
753,837,73
754,838,72
755,839,68
756,840,68
757,841,67
758,842,66
759,843,65
760,844,66
761,897,574
